artist,genres
Tuấn Khanh,"['vietnamese hip hop', 'v-pop']"
Tuấn Ngọc,"['vietnamese bolero', 'bolero', 'v-pop']"
Tuấn Vũ,"['vietnamese bolero', 'bolero']"
Tuệ Phương,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
Twin Diplomacy,['stutter house']
Two,['orchestra']
Twoiks,[]
Txrbo,"['thai hip hop', 't-pop', 'thai pop']"
Ty Dolla $ign,"['alternative r&b', 'english', 'hip hop', 'r&b', 'rap', 'trap soul']"
Ty Kalil,[]
Tyga,"['hip hop', 'pop rap', 'ratchet music', 'trap', 'west coast hip hop']"
Tyla,['afrobeats']
Tyler Braden,['country']
Tyler ICU,"['amapiano', 'gqom', 'afrobeats', 'afrobeat']"
"Tyler, The Creator","['_fix whosampled dupe url', 'hardcore hip hop', 'hip hop', 'horrorcore', 'west coast hip hop']"
Tymek,[]
Tyrone Dee,"['amapiano', 'gqom']"
Tyronee,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Tyson Yoshi,"['chinese r&b', 'chinese hip hop', 'cantopop', 'mandopop', 'c-pop']"
Tz da Coronel,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop', 'choral']"
Táo,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']"
Tâm Đoan,"['vietnamese bolero', 'bolero', 'traditional music', 'v-pop']"
Tóc Tiên,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese bolero']"
Tùa,"['v-pop', 'vietnamese lo-fi']"
Tùng,"['vietnam indie', 'v-pop']"
Tùng Acoustic,"['v-pop', 'vietnam indie']"
Tùng Dương,"['v-pop', 'vietnam indie']"
Tùng TeA,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Tú Quyên,"['vietnamese bolero', 'v-pop']"
Tú Vi,['v-pop']
Tăng Duy Tân,"['v-pop', 'vinahouse', 'vietnamese lo-fi']"
Tăng Phúc,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']"
Tường Khuê,"['vietnamese bolero', 'bolero']"
Tường Nguyên,"['vietnamese bolero', 'bolero']"
Tọi,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Tống Linh Linh,['v-pop']
Tổ Chức Đánh Thức Trái Tim Rối Ren,['v-pop']
Tự Long,['v-pop']
UMIE,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
UNDERGRUNN,"['norwegian rap', 'norwegian pop', 'russelåter']"
UNIK,[]
USHER,['r&b']
UZI,"['turkish hip hop', 'drill']"
UdieNnx,['phonk']
Udit Narayan,"['bollywood', 'hindi pop', 'desi']"
Udo Lindenberg,"['german pop', 'neue deutsche welle', 'schlager']"
Ufo361,"['german hip hop', 'turkish hip hop']"
Ujjwal Kashyap,"['hindi indie', 'indian indie']"
Ukendt Kunstner,['dansktop']
Ulf Leo Sommer,[]
UltiMít,[]
Ultimo,[]
Ultra Beats,"['punjabi pop', 'punjabi hip hop']"
Ultrasonic Pest Repeller,[]
Ulukmanapo,[]
Umair,"['desi hip hop', 'hindi hip hop', 'desi', 'indian indie', 'hindi indie']"
Umay Shahab,"['malay', 'indonesian indie']"
Umthakathi Kush,"['amapiano', 'gqom']"
Uncle Waffles,"['amapiano', 'gqom', 'afrobeats', 'afro house']"
Unotheone,"['pinoy hip hop', 'pinoy r&b']"
Unxle stilo,['amapiano']
Urabe,['vietnamese hip hop']
Urbanski,[]
Uru,"['j-pop', 'anime']"
Uyennhi,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Uyên Linh,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
Uyên Pím,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
V,['k-pop']
V $ X V PRiNCE,[]
V#,"['vietnamese hip hop', 'v-pop']"
V.Music,['v-pop']
V.Soul,['deep house']
VAnh,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
VCC Left Hand,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
VEN1,[]
VESNA305,[]
VIIVI,"['finnish pop', 'iskelmä']"
VINA BẤT DIỆT,['vinahouse']
VINAI,"['melbourne bounce', 'slap house', 'big room']"
VIOLENT VIRA,"['alternative rock', 'post-hardcore', 'rock', 'experimental rock', 'shoegaze']"
VIZE,['slap house']
VMA Mix,[]
VOILÀ,"['future pop', 'new wave', 'pop', 'us']"
VP BAVUONG,"['v-pop', 'vietnamese hip hop']"
VRT,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
VSOUL,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
VSTRA,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
VST_Rainbow,"['aor', 'classic rock', 'hard rock', 'heavy metal', 'metal', 'pop rock', 'progressive rock', 'rock']"
VSoul Sound,"['falcom', 'soundtrack', 'vgm']"
Valentino Merlo,"['cuarteto', 'cumbia']"
Valor,"['drum and bass', 'uk garage', 'bassline']"
Van Q. Long,"['v-pop', 'vietnamese bolero']"
Van Quynh,"['v-pop', 'vietnamese bolero']"
Vantacrow,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Varam,"['telugu pop', 'tollywood']"
Varinder Brar,"['punjabi hip hop', 'punjabi pop', 'haryanvi pop']"
Varun Jain,"['hindi pop', 'bollywood', 'desi pop', 'desi']"
Vaundy,"['j-pop', 'japanese indie', 'j-rock']"
Ved Sharma,"['hindi pop', 'bollywood', 'desi pop']"
Veigh,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop']"
Velet,"['turkish hip hop', 'turkish pop']"
Vescan,['manele']
Veysel,['german hip hop']
ViAM,"['v-pop', 'vinahouse', 'vietnamese lo-fi']"
Vianney,"['variété française', 'french pop', 'chanson']"
Vicco,[]
Vicky Chen,"['mandopop', 'taiwanese pop', 'c-pop', 'chinese r&b', 'chinese indie']"
Victony,"['afrobeats', 'afrobeat', 'afropop', 'alté', 'afro soul', 'amapiano']"
Victor Leksell,[]
Victor Mendivil,"['electro corridos', 'corrido', 'corridos tumbados', 'corridos bélicos', 'dembow']"
Victoria Orenze,"['african gospel', 'gospel', 'worship']"
Videoclub,['french pop']
Vidya Lakshmi G,"['tamil indie', 'tamil pop']"
VieZ - Vũ Trụ Nhạc Phiêu,['v-pop']
Vignesh Ramakrishna,"['kollywood', 'tamil indie', 'tamil pop']"
Vigro Deep,"['amapiano', 'gqom']"
Vijai Bulganin,"['tollywood', 'telugu pop']"
Vijay Deverakonda,"['tollywood', 'telugu pop']"
Viktor Sheen,[]
VillaBanks,['italian trap']
Villano Antillano,['neoperreo']
Vinc,[]
Vine,[]
Vingo,"['j-rap', 'hip hop']"
Vinida Weng,"['chinese hip hop', 'chinese r&b', 'c-pop', 'mandopop', 'chinese indie']"
Vintage Culture,"['brazilian bass', 'electronic', 'electro']"
Violeta Ikari,"['entehno', 'laïko']"
Violetta Sokolova,['jazz']
Vionita,"['indonesian pop', 'malay']"
Virgoun,"['indonesian pop', 'malay', 'malaysian pop']"
Visca,"['amapiano', 'gqom']"
Vishal Chandrashekhar,"['tollywood', 'telugu pop', 'kollywood', 'tamil pop', 'mollywood']"
Vishal Dadlani,"['bollywood', 'desi', 'hindi pop', 'desi pop']"
Vishal Mishra,"['hindi pop', 'bollywood']"
Vishal-Shekhar,"['bollywood', 'desi', 'hindi pop']"
Vito Bambino,[]
Vitya AK,[]
Viva Suecia,['indie']
VoVanDuc,"['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'v-pop']"
Vou Zuar,"['pagode', 'samba']"
Vsagz,['afro adura']
Vsoul,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Vu Trung Quan,"['v-pop', 'vietnamese lo-fi']"
Vulgo FK,"['brazilian trap', 'trap funk', 'trap', 'brazilian hip hop']"
Vy,"['v-pop', 'vietnam indie']"
Vy Dương,['v-pop']
Vy Vy,"['v-pop', 'vietnam indie']"
Vân Quang Long,"['v-pop', 'vietnamese bolero']"
Văn Mai Hương,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']"
Vĩnh Sơn,[]
Vłodarski,['disco polo']
Vũ Bùi Thu Thuỷ,"['alternative r&b', 'indie pop']"
Vũ Cát Tường,"['v-pop', 'vietnam indie']"
Vũ Duy Khánh,"['v-pop', 'vinahouse', 'vietnamese bolero']"
Vũ Ngọc Anh,['v-pop']
Vũ Phụng Tiên,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnamese lo-fi']"
Vũ Tarus,[]
Vũ Thanh Vân,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Vũ Thảo My,"['v-pop', 'vietnamese hip hop']"
Vũ Thịnh,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Vũ.,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
VƯƠNG BÌNH,"['v-pop', 'vietnam indie']"
Vương,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
Vương Anh Tú,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
W Sound,['reggaeton']
W&W,"['big room', 'edm']"
W/N,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']"
WEAN,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
WENARO,['hyperpop']
WEY,"['brazilian trap', 'trap funk', 'trap', 'brazilian hip hop']"
WHALJAY,"['thai hip hop', 'thai pop']"
WIKTOR,['disco polo']
WIU,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop']"
WM,[]
WOKEUP,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
WONWOO,[]
WOODBLOCK DJS,"['amapiano', 'gqom']"
WOODZ,"['k-rock', 'k-pop']"
WOOSUNG,"['k-rock', 'k-pop']"
WOS,['argentine trap']
WOWY,[]
Waa Wei,"['taiwanese indie', 'chinese indie', 'taiwanese pop', 'mandopop', 'c-pop', 'chinese r&b']"
Wack,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']"
Wale,"['east coast hip hop', 'hip hop', 'r&b']"
Wall Hein,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop']"
Wande Coal,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'afroswing', 'alté', 'hiplife']"
Wang An Nan,"['vietnam indie', 'vietnamese hip hop', 'thai pop', 'v-pop']"
Wanitwa Mos,"['amapiano', 'gqom', 'afropop', 'afro soul']"
Ward 21,"['dancehall', 'ragga', 'riddim', 'reggae']"
Warren Zeiders,['country']
Wassup Rocker,[]
Water Sound Natural White Noise,[]
Waylon Jennings,"['country', 'honky tonk', 'traditional country']"
Wazir Patar,"['punjabi hip hop', 'punjabi pop', 'desi hip hop', 'bhangra']"
Weeza,"['v-pop', 'vietnamese hip hop']"
Wegz,"['egyptian hip hop', 'arabic rap', 'mahraganat', 'egyptian pop', 'khaleeji']"
WeiBird,"['mandopop', 'taiwanese pop', 'c-pop', 'chinese r&b']"
Wellboy,[]
Werenoi,['french hip hop']
Wesh Music,['flamenco urbano']
Wesley Safadão,"['forró', 'sertanejo', 'piseiro', 'arrocha', 'sertanejo universitário']"
Wezza Montaser,"['egyptian hip hop', 'arabic rap', 'mahraganat', 'egyptian pop']"
Whethan,"['edm', 'future bass']"
White Noise Baby Sleep,[]
White Noise Radiance,"['electronic', 'experimental', 'progressive electronic', 'psychedelic pop']"
Whitney Houston,"['adult contemporary', 'contemporary r&b', 'dance-pop', 'easy listening', 'pop', 'pop soul', 'quiet storm', 'r&b', 'soul', 'synth-pop']"
Wicper,"['new wave', 'v-pop']"
Wijaya 80,"['indonesian pop', 'indonesian indie']"
Wild Rivers,['folk pop']
Wilkinson,"['drum and bass', 'liquid funk']"
Will,"['t-pop', 'thai pop']"
Willdawind,"['vietnamese hip hop', 'v-pop']"
William Singe,[]
Willie Nelson,"['country', 'honky tonk', 'traditional country']"
Willistic,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
WinD,['v-pop']
Wincent Weiss,['german pop']
Wind.P,"['vinahouse', 'v-pop']"
Windy,[]
Winno,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Wipo,[]
Wisin,"['reggaeton', 'latin']"
Wiz Khalifa,['rap']
Wiz Tokelau,['nz reggae']
Wizkid,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'afroswing', 'dancehall']"
Wolfy Lights,['drum and bass']
Wonstein,['k-rap']
Woodkid,['chamber pop']
Woozy Nguyen,[]
Worm JB,['vietnamese hip hop']
Wowy,"['vietnamese hip hop', 'v-pop']"
Wren Evans,"['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']"
Wunderhorse,"['rock', 'seen live', 'tge24']"
WurtS,['j-pop']
Wxrdie,"['vietnamese hip hop', 'v-pop']"
Wyatt Flores,"['country', 'red dirt']"
Wyclef Jean,"['hip hop', 'r&b', 'reggae']"
Wylo,"['brazilian trap', 'trap', 'trap funk']"
X Ambassadors,"['alternative rock', 'folk pop', 'pop rock']"
X WAVE,['german hip hop']
X.L.T,[]
XOLITXO,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
XXXTENTACION,['emo rap']
XZT,['chinese hip hop']
Xander Quỳnh,['v-pop']
Xavi,['v-pop']
Xcho,[]
Xclusef Yusef,['boom bap']
Xesi,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie']"
Xolidayboy,"['pop', 'russian pop']"
Xolitxo,[]
Xuan Tuan,['vinahouse']
Xuân Nghi,"['vietnamese hip hop', 'vietnam indie', 'v-pop', 'vietnamese lo-fi']"
Xuân Nhị,[]
Xám,"['vietnam indie', 'vietnamese hip hop', 'v-pop', 'vinahouse']"
Xì Trum,[]
YAKARY,['german hip hop']
YAKTAK,[]
YAMAS,['techno']
YARMAK,[]
YBF LUCI,['vietnamese hip hop']
YDG,['k-rap']
YEONJUN,['k-pop']
YEW,"['thai pop', 't-pop', 'thai indie pop', 'thai indie rock']"
YG,"['drake', 'hip hop', 'ratchet music', 'west coast hip hop', 'yg']"
YG Marley,[]
YNW Melly,['melodic rap']
YOASOBI,"['j-pop', 'anime']"
YOUNGOHM,"['thai hip hop', 'thai trap', 'thai pop', 't-pop']"
YOVNGCHIMI,"['trap latino', 'urbano latino', 'trap']"
YSY A,"['argentine trap', 'trap']"
YUMA,"['deep house', 'chill house']"
YUNGWAY,[]
YZERR,"['j-rap', 'hip hop']"
Ya Levis,"['kizomba', 'zouk', 'afrobeats', 'rhumba', 'afrobeat', 'pop urbaine']"
Yade Lauren,[]
Yago Oproprio,"['boom bap', 'brazilian hip hop']"
Yailin la Mas Viral,['dembow']
Yalın,"['turkish pop', 't-pop']"
Yami Safdie,['latin pop']
Yan Block,[]
YanBi,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Yanda Woods,[]
Yandel,"['reggaeton', 'urbano latino', 'latin']"
Yang,['v-pop']
Yanitsa,['folk pop']
Yanix,"['hip hop', 'rap', 'russian rap', 'trap']"
Yanni Terrón,"['flamenco urbano', 'flamenco pop', 'flamenco', 'bachata']"
Yarah,[]
Yarden,"['afrobeats', 'afrobeat', 'alté', 'afro soul', 'afropop']"
Yashraj,"['desi hip hop', 'hindi hip hop', 'indian indie', 'hindi indie', 'desi']"
Yasin,[]
Yasmin Raeis,"['dj', 'singer', 'uk']"
Yasmine,"['kizomba', 'zouk', 'kuduro']"
Yasser Desai,"['bollywood', 'hindi pop', 'desi']"
Yaviah,['reggaeton']
Yazan Haifawi,['khaleeji']
Yaşlı Amca,['turkish pop']
Yeat,['rage rap']
Yebba,"['contemporary r&b', 'pop', 'hip hop', 'pop soul', 'blue-eyed soul', 'gospel music']"
Yeison Jimenez,"['ranchera', 'popular colombian music', 'vallenato']"
Yella Diamond,[]
Yemil,[]
Yener Çevik,"['turkish hip hop', 'arabesk']"
Yerbolat Qudaibergenov,[]
Yerin Baek,['k-ballad']
Yng Lvcas,"['reggaeton mexa', 'reggaeton', 'electro corridos']"
Yno,"['opm', 'harana']"
Yo Yo Honey Singh,"['bollywood', 'hindi hip hop', 'desi', 'hindi pop', 'punjabi pop', 'bhangra', 'punjabi hip hop', 'desi pop']"
Yohani,"['hindi pop', 'bollywood', 'desi', 'desi pop']"
Yonnyboii,"['malay rap', 'malay', 'malay pop', 'malaysian pop']"
Yorghaki,[]
Yorssy,[]
Youjeen,['k-rock']
Youka,"['pop urbaine', 'afrobeats', 'afrobeat']"
Young Cister,"['chilean trap', 'reggaeton chileno', 'chilean mambo', 'neoperreo', 'mambo']"
Young Dro,"['southern hip hop', 'crunk']"
Young H,"['vietnamese hip hop', 'v-pop']"
Young Igi,"['hip hop', 'polish', 'trap']"
Young Jonn,"['afrobeats', 'afrobeat', 'afropop', 'afro adura', 'amapiano']"
Young Ju,['v-pop']
Young Miko,['trap latino']
Young Milo,"['vietnamese hip hop', 'melodic rap']"
Young Stoner Life,[]
Young Stunna,"['amapiano', 'gqom']"
Young Stunners,"['desi hip hop', 'hindi hip hop', 'desi']"
Young Thug,"['rap', 'melodic rap', 'trap']"
Young Tulo,"['vietnamese hip hop', 'v-pop']"
Young Uno,['vietnamese hip hop']
Young Wolf,[]
YoungBoy Never Broke Again,"['gangsta rap', 'hip hop', 'pop rap', 'southern hip hop', 'trap']"
Younha,['k-ballad']
Youssif Elashry,"['egyptian hip hop', 'arabic rap', 'mahraganat', 'egyptian pop', 'khaleeji']"
Yovie Widianto,['indonesian pop']
Yseult,"['alternative r&b', 'pop']"
Yugendran Vasudevan,"['tamil dance', 'tamil pop', 'kollywood']"
Yung Bleu,['hip hop']
Yung Yury,['german hip hop']
Yuno,['meme rap']
Yuno Bigboi,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Yura Yunita,"['indonesian pop', 'indonesian indie']"
Yuridia,['latin pop']
Yuridope,"['pinoy hip hop', 'pinoy r&b', 'opm', 'p-pop']"
Yuuri,['j-pop']
Yuval Dayan,['mizrahi']
Yves Berendse,['nederpop']
Yüzyüzeyken Konuşuruz,['turkish pop']
Yến Chi,[]
Yến Tattoo,"['v-pop', 'vinahouse']"
ZAYN,"['pop', 'r&b']"
ZECCA,[]
ZEG P,[]
ZENTYARB,"['thai hip hop', 'thai trap', 'thai pop', 't-pop']"
ZLAB,"['v-pop', 'vietnamese hip hop']"
ZNKMO,[]
ZQS,"['mandopop', 'c-pop', 'taiwanese pop']"
ZUTOMAYO,"['j-pop', 'j-rock', 'anime', 'japanese indie']"
Zaba,"['amapiano', 'gqom', 'afro house']"
Zach Bryan,"['country', 'red dirt']"
Zach Top,['country']
Zachi,['german hip hop']
Zack Tabudlo,"['opm', 'harana', 'p-pop', 'kundiman', 'pinoy r&b', 'pinoy indie']"
Zaho de Sagazan,"['french pop', 'chanson', 'variété française', 'french house']"
Zang,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Zara Larsson,"['alternative pop', 'contemporary r&b', 'dance-pop', 'electropop', 'pop', 'synth-pop']"
Zartmann,['german pop']
Zeaplee,[]
Zed,[]
Zee Nxumalo,"['amapiano', 'gqom']"
Zee_nhle,"['amapiano', 'gqom']"
Zeh McGeba,['amapiano']
Zehr Vibe,"['punjabi pop', 'punjabi hip hop']"
Zensery,['german hip hop']
Zer Nguyễn,"['v-pop', 'vietnam indie']"
Zera,[]
Zerb,['afro house']
Zerrydl,"['amapiano', 'afrobeats', 'afrobeat', 'afro adura']"
Zeynep Bastık,"['turkish pop', 'turkish hip hop', 't-pop']"
Zhamira Zambrano,[]
Zhara Band,[]
Ziak,['drill']
Zinoleesky,"['afrobeats', 'afro adura', 'afrobeat', 'afropop', 'amapiano', 'afroswing']"
Ziog,[]
Ziva Magnolya,"['indonesian pop', 'malay']"
Zlatan,"['afro adura', 'afrobeats', 'afrobeat', 'afropop', 'azonto', 'afroswing', 'hiplife']"
Zoe Wees,"['alt-z', 'contemporary pop', 'english', 'female vocalist', 'female vocals', 'pop', 'pop soul', 'sad pop', 'singer-songwriter', 'uk pop']"
Zoka,[]
Zombic,['slap house']
Zubi,[]
Zugo,"['afrobeats', 'afropop', 'afrobeat']"
Zum,"['dancehall', 'soca', 'afrobeats']"
Zuy,"['vietnamese hip hop', 'v-pop']"
Zé Felipe,"['piseiro', 'sertanejo', 'arrocha', 'agronejo', 'forró', 'sertanejo universitário']"
Zé Neto & Cristiano,"['sertanejo', 'sertanejo universitário', 'arrocha', 'agronejo']"
adore,"['krushclub', 'electronic dance music']"
aespa,['k-pop']
akha,[]
akiaura,"['phonk', 'witch house', 'electroclash']"
alex_g_offline,"['2010s', '2020s', 'bedroom pop', 'emo', 'indie folk', 'indie rock', 'lo-fi', 'singer-songwriter']"
ame,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
andreas odbjerg,['dansktop']
antransax,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
asmi,['j-pop']
babyswishh1,['hyperpop']
bac,[]
back number,"['j-pop', 'j-rock']"
badchieff,['german hip hop']
bbno$,['meme rap']
bbyclose,[]
beabadoobee,['bedroom pop']
benny blanco,"['english', 'pop']"
binho Manenti,['hip hop']
blondette,['lullaby']
boum,"['vietnam indie', 'v-pop']"
buitruonglinh,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']"
cakal,"['turkish hip hop', 'drill']"
cassö,[]
crier,"['phonk', 'drift phonk']"
d4vd,"['alternative r&b', 'contemporary r&b', 'indie pop']"
da/md,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
dabbackwood,[]
datfitzx,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
derkalavier,[]
dope17,['hyperpop']
dubbie,"['v-pop', 'vietnamese hip hop']"
elijah woods,['pop']
elkno,[]
emi noda,['j-pop']
emmanuellcortess_,"['cumbia norteña', 'música mexicana']"
en,['k-pop']
equal,['j-pop']
erobé,[]
f0lk,[]
fallen777angel,['hyperpop']
fawlin,[]
fem.love,['hyperpop']
fleurnothappy,[]
florek,[]
francis,"['classical', 'composer', 'european', 'french', 'french composer', 'modern classical', 'to clean up']"
fromis_9,"['k-pop', 'bubblegum pop']"
fueled by boba,"['v-pop', 'vietnam indie']"
gameboy tetris,[]
george,"['baroque', 'british', 'british composer', 'classical', 'composer', 'english', 'european', 'german', 'oratorio']"
gins&melodies,"['pinoy hip hop', 'pinoy r&b', 'opm']"
guHancci,['vinahouse']
guncharlie,"['t-pop', 'thai pop']"
gung0cay,"['vietnamese hip hop', 'v-pop']"
h4rtbrkr,[]
hey daisy,"['polish', 'rock']"
hiraeth vibe,['dark ambient']
hoshie star,['hyperpop']
iZaak,['reggaeton']
iann dior,['melodic rap']
ienourademanbougasinderupi,['vocaloid']
ily,[]
imase,['j-pop']
it's murph,"['stutter house', 'house']"
itsnk,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
iñigo quintero,[]
j-hope,"['k-pop', 'k-rap']"
juju<3,[]
keshi,['bedroom pop']
khang,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
kidsai,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
kizaru,[]
leadwave,['dark ambient']
lil denvyy,"['2000s', '2010s', 'criminal', 'gangsta rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap rock', 'rock', 'southern hip hop', 'trap']"
low&slow,"['lo-fi beats', 'lo-fi']"
lucidbeatz,['hip hop']
madk1d,['hyperpop']
makko,['german hip hop']
mapt0v,[]
maryjo,[]
marzuz,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
mc pl alves,"['funk carioca', 'funk', 'brazilian funk']"
melvitto,"['afrobeats', 'alté', 'afrobeat', 'afroswing', 'afropop', 'afro soul']"
mess.,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
milet,"['j-pop', 'anime', 'j-rock']"
minhmin,"['vietnam indie', 'v-pop']"
mono._,['lo-fi']
mrld,"['opm', 'harana', 'kundiman', 'p-pop']"
nevroz,['drift phonk']
nimino,"['stutter house', 'melodic house']"
nkeeei,[]
noevdv,[]
nublu,['finnish hip hop']
nyan.mp3,['hyperpop']
oddworld,['german hip hop']
ooes,['indie pop']
ovg!,"['phonk', 'meme rap', 'anime rap']"
prettyXIX,"['vietnamese hip hop', 'v-pop']"
princess paparazzi,"['alliteration', 'dance', 'electronic', 'electropop', 'hyperpop', 'pop']"
pumapjl,"['boom bap', 'brazilian hip hop']"
putri dahlia,[]
pyrokinesis,['hip hop']
quanxmas,"['v-pop', 'vietnamese hip hop']"
quiizzzmeow,['hyperpop']
raissa anggiani,[]
reezy,['german hip hop']
reidenshi,['dark ambient']
rhodessa,"['opm', 'harana', 'p-pop', 'pinoy indie']"
rizza,['hyperpop']
salem ilese,[]
sanah,"['alternative pop', 'art pop', 'electropop', 'indie pop', 'poetry', 'pop']"
sangiovanni,[]
saraunh0ly,"['krushclub', 'electronic dance music']"
satomoka,"['japanese indie', 'j-pop', 'city pop', 'j-r&b']"
shadowraze,"['phonk', 'hyperpop']"
shilou.,[]
sixnite,['phonk']
skrilla,[]
slimedemidemislime,"['pinoy hip hop', 'pinoy r&b', 'opm']"
sombr,['indie folk']
soulju.,['vietnamese hip hop']
southstar,['techno']
suisside,"['cloud rap', 'emo rap']"
superkomfort,['post-punk']
t-low,['german hip hop']
thaison!,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
thasup,['italian trap']
thiarajxtt,"['punjabi pop', 'punjabi hip hop', 'bhangra', 'desi']"
thrasherboiz,['v-pop']
tinywrist,['v-pop']
titie,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']"
tlinh,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
tofutns,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
traitimtrongvang,['v-pop']
